name,year,num,total,sex
БОРКО,1941,1,240784,
АСАН,1941,1,240784,
ГАЯНА,1941,1,240784,
КИР-УН,1941,1,240784,
АМЕД,1941,1,240784,
ВИКОР,1941,1,240784,
БЛАТА,1941,1,240784,
ЦЗИ,1941,1,240784,
АКОН,1941,1,240784,
ЛЕВ.,1941,1,240784,
БОРИЯ,1941,1,240784,
АЛЬ-АБДАЛИ,1941,1,240784,
ВАШОР,1941,1,240784,
ГЕРИЙ,1941,1,240784,
ТАТ~^НА,1941,1,240784,
ВАДИК,1941,1,240784,
ЭХА,1941,1,240784,
ВАЛ.,1941,1,240784,
ГАМИС,1941,1,240784,
АКЕЛ,1941,1,240784,
БИЛАЛ,1941,1,240784,
ЖАК-МОЙСЕ,1941,1,240784,
БЕТТИ,1941,1,240784,
АДЕМ,1941,1,240784,
РАФ,1941,1,240784,
ГАФИТ,1941,1,240784,
АЗЫМ,1941,1,240784,
ГАФЯР,1941,1,240784,
ГЕНPИХ,1941,1,240784,
ГЕОPГИЙ,1941,1,240784,
АТРУР,1941,1,240784,
БЕДЮТ,1941,1,240784,
ГЭН-ШУАНЬ,1941,1,240784,
ВОЛЕЙ,1941,1,240784,
ОДА,1941,1,240784,
ПЕР,1941,1,240784,
ГАУЛИ,1941,1,240784,
ГИНЯТ,1941,1,240784,
АРЕМ,1941,1,240784,
АДЛИ,1941,1,240784,
ЕЛЕHА,1941,1,240784,
БЕДЮК,1941,1,240784,
АГИН,1941,1,240784,
БЕНИЯ,1941,1,240784,
ТЭЯ,1941,1,240784,
АЗОР,1941,1,240784,
АНЕС,1941,1,240784,
ВАГЫС,1941,1,240784,
ИРИHА,1941,1,240784,
БАРИС,1941,1,240784,
АРНА,1941,1,240784,
ГАПУР,1941,1,240784,
АРИД,1941,1,240784,
АМАН,1941,1,240784,
ГАЙОЗ,1941,1,240784,
РАХ,1941,1,240784,
БАЙАЯ,1941,1,240784,
АБЕЛ,1941,1,240784,
ВЕЛГА,1941,1,240784,
МУР,1941,1,240784,
БОРЕЙ,1941,1,240784,
НИК,1941,1,240784,
АКПФ,1941,1,240784,
ЭДЯ,1941,1,240784,
ГАЛНА,1941,1,240784,
БЭРТА,1941,1,240784,
ВАРИТ,1941,1,240784,
АЛЯЯ,1941,1,240784,
ИРА-ИДА,1941,1,240784,
ГЕВАН,1941,1,240784,
АНТЕ,1941,1,240784,
ЗАРЭ,1941,1,240784,
АЛИЛ,1941,1,240784,
БОСА,1941,1,240784,
АМАК,1941,1,240784,
ЕВРА,1941,1,240784,
ЮЗА,1941,1,240784,
ДРИЯ,1941,1,240784,
ЗОРА,1941,1,240784,
ЧИК,1941,1,240784,
ГЭМА,1941,1,240784,
ИРАН,1941,1,240784,
АЛИЛЬ,1941,1,240784,
ГНЯЗ,1941,1,240784,
АРЕВА,1941,1,240784,
АЗИМА,1941,1,240784,
АШАТ,1941,1,240784,
АСИМЯ,1941,1,240784,
ГАИТ,1941,1,240784,
АСИАТ,1941,1,240784,
ЗАДЕ,1941,1,240784,
АКТЯМ,1941,1,240784,
ГОРЬ,1941,1,240784,
ИЛЯС,1941,1,240784,
ЗААЛ,1941,1,240784,
АГНЕС,1941,1,240784,
ИЛЬЕ,1941,1,240784,
ИОНА,1941,1,240784,
АЛБИР,1941,1,240784,
ЕСИМ,1941,1,240784,
АЛФАН,1941,1,240784,
ДИНЭ,1941,1,240784,
АЛУРА,1941,1,240784,
ЕННА,1941,1,240784,
КАРЛ-ЛЮДВИГ,1941,1,240784,
АЛИФТ,1941,1,240784,
ЗОАЯ,1941,1,240784,
АННА-МАРИЯ,1941,1,240784,
ЗЕРА,1941,1,240784,
АИЗИЯ,1941,1,240784,
ИШВА,1941,1,240784,
ГЕРУ,1941,1,240784,
АСГАД,1941,1,240784,
ГЕНС,1941,1,240784,
АМИНИ,1941,1,240784,
АЛИМ-АБДУЛ,1941,1,240784,
ДЕНИ,1941,1,240784,
ЕНТА,1941,1,240784,
АНВИР,1941,1,240784,
САИД- АХМЕД             ,1941,1,240784,
ИНЖА,1941,1,240784,
АЛФЕТ,1941,1,240784,
АБДУ-ХАМИТ,1941,1,240784,
ЕВИЧ,1941,1,240784,
АЛЛАН,1941,1,240784,
ВАТА,1941,1,240784,
АГТЕС,1941,1,240784,
ЕКИМ,1941,1,240784,
АИВАР,1941,1,240784,
ИРЕН,1941,1,240784,
АНЛИЯ,1941,1,240784,
ИРЗА,1941,1,240784,
ИГОЬ,1941,1,240784,
ЖУЖУ,1941,1,240784,
АГАФЯ,1941,1,240784,
ДЖЕК,1941,1,240784,
ЖАНА,1941,1,240784,
ГАЛИHА,1941,1,240784,
АЯТА,1941,1,240784,
БОИС,1941,1,240784,
ЭРНО-ЗЭРО,1941,1,240784,
АННА-КАМИЛА,1941,1,240784,
ДАША,1941,1,240784,
ЭРНО-ЭЭРО,1941,1,240784,
БОФА,1941,1,240784,
ВЕРА.,1941,1,240784,
ВАСО,1941,1,240784,
ВАИЗ,1941,1,240784,
ВЕОА,1941,1,240784,
БАФА,1941,1,240784,
АЛИЯМ,1941,1,240784,
ХАНС-ЙОАХИМ,1941,1,240784,
ДУЛА,1941,1,240784,
АВИЛЯ,1941,1,240784,
НИКОЛАЙ                 ,1941,1,240784,
ЙОВА,1941,1,240784,
ЭНГЛИНА,1941,1,240784,
МАГОМЕД-ТАГИР,1941,1,240784,
ИВАР,1941,1,240784,
АЛЬБЕРТ.,1941,1,240784,
АЛИДИ,1941,1,240784,
АЛЕКСЕЙ.,1941,1,240784,
ВИЛИ,1941,1,240784,
ДОЛОРЕС-ГУЛЬГЕНЭ,1941,1,240784,
ЗИНОВИЙ-ВАСИЛИЙ,1941,1,240784,
ШАЙТИЛЬ,1941,1,240784,
АНТАЛ,1941,1,240784,
ФОЛЬКЕР,1941,1,240784,
ДЭЛЯ,1941,1,240784,
ШАФРИЯН,1941,1,240784,
САИД-СЕЛАХ,1941,1,240784,
ХАРТМУТ,1941,1,240784,
ЭИНАИДА,1941,1,240784,
ТАФТИЛЬ,1941,1,240784,
АСАДУ,1941,1,240784,
ЦЗИНАНЬ,1941,1,240784,
ГАНС,1941,1,240784,
ТИВАДОР,1941,1,240784,
ТЯНЗИПЯ,1941,1,240784,
ЗУРЕ,1941,1,240784,
ХАМСЯНЯ,1941,1,240784,
АМИНЭ,1941,1,240784,
ТАФКИЛЬ,1941,1,240784,
ЗИЛЕ,1941,1,240784,
ХАЖПАГО,1941,1,240784,
АЛЕРА,1941,1,240784,
ИЛЬГИЗИР,1941,1,240784,
ЗИРА,1941,1,240784,
ФАРЯХАТ,1941,1,240784,
АВСАЛ,1941,1,240784,
КАРИМЖАН,1941,1,240784,
ФЯРЗЯНА,1941,1,240784,
АРИТА,1941,1,240784,
ИЛГА,1941,1,240784,
ЭСТЭЛЛА,1941,1,240784,
АННАР,1941,1,240784,
НАТАЛЬЯЧ,1941,1,240784,
ЗЕЛЯ,1941,1,240784,
ТРИСТАН,1941,1,240784,
АЗГАТ,1941,1,240784,
НУРЬСЯНЯ,1941,1,240784,
ИРИЙ,1941,1,240784,
ТИБЕРИЙ,1941,1,240784,
АНИСИ,1941,1,240784,
НУРЬСЯНА,1941,1,240784,
ИГРЬ,1941,1,240784,
ХЕЙНРИК,1941,1,240784,
АЛТОН,1941,1,240784,
НУРМУРАД,1941,1,240784,
ИНТА,1941,1,240784,
ХАМСЯНЕ,1941,1,240784,
АВРУМ,1941,1,240784,
КОЙДУЛЛА,1941,1,240784,
АФЕЯ,1941,1,240784,
ФАВЗИЯЙ,1941,1,240784,
МАМЕДАЛИ,1941,1,240784,
ВИРА,1941,1,240784,
АРМИН,1941,1,240784,
НАДЕЖДАЙ,1941,1,240784,
ЭМАНУЕЛ,1941,1,240784,
МАТИ,1941,1,240784,
МУЗАФФЯР,1941,1,240784,
ДЖОЙ,1941,1,240784,
ШГАЛИНА,1941,1,240784,
ОМЕР,1941,1,240784,
МАРЛЕНСА,1941,1,240784,
ЗУЛА,1941,1,240784,
ЕВГЕНИЙ-ЛЕЙБ,1941,1,240784,
РИЯС,1941,1,240784,
РУИН,1941,1,240784,
ЭФФЕНДИ,1941,1,240784,
РИФА,1941,1,240784,
ЛОРАНСИЯ,1941,1,240784,
САНЕ,1941,1,240784,
ФАГАМИЯ,1941,1,240784,
ОЛГА,1941,1,240784,
МЕЛИТИНА,1941,1,240784,
КСАВЕРИЙ,1941,1,240784,
ФИМА,1941,1,240784,
ФИКРАИТ,1941,1,240784,
МАЛС,1941,1,240784,
КУНДУГАН,1941,1,240784,
ЦЗИНАНЬ                 ,1941,1,240784,
РАЯР,1941,1,240784,
ФАРЗЯНЯ,1941,1,240784,
ХААСЯНЯ,1941,1,240784,
КОНЕ,1941,1,240784,
МИРЗАБЕГ,1941,1,240784,
ЭНЯС,1941,1,240784,
ПРИМ,1941,1,240784,
ЛЛЮДМИЛА,1941,1,240784,
ТЯСКЕРЯ,1941,1,240784,
РЕВА,1941,1,240784,
ЛАПТУЛЛА,1941,1,240784,
ЧУНГ,1941,1,240784,
ХАМСЯМЯ,1941,1,240784,
ЛЕОНИДОВ,1941,1,240784,
ФЕДЭЛЕЯ,1941,1,240784,
МАНСАНИЯ,1941,1,240784,
ФАИМ,1941,1,240784,
ТЯСКИРЯ,1941,1,240784,
МИНИГИЛЬ,1941,1,240784,
ЗИНАИДА-СОФИЯ,1941,1,240784,
НАТАДЛЬЯ,1941,1,240784,
РОМН,1941,1,240784,
ЦЕВЕРЯН,1941,1,240784,
ОЛАФ,1941,1,240784,
ГЕРА,1941,1,240784,Ж
ЦЗИНЛЯН                 ,1941,1,240784,
КАЗЕМИРА,1941,1,240784,
ЭРМИНИО,1941,1,240784,
НАРИ,1941,1,240784,
ЛАЙМУТИС,1941,1,240784,
ТОЛАМЛА,1941,1,240784,
НИАЗ,1941,1,240784,
МАРИЯЛИЙ,1941,1,240784,
СЕРЖ,1941,1,240784,
ФРУТДИН,1941,1,240784,
МАЛА,1941,1,240784,
ИНГИЛИНА,1941,1,240784,
СОЯР,1941,1,240784,
НАТАЛИЯН,1941,1,240784,
ФИОХАРИ,1941,1,240784,
ЛЕЛЕ,1941,1,240784,
РОНЯ,1941,1,240784,
ТЛЕКБАЙ,1941,1,240784,
ОРОН,1941,1,240784,
ЕСЕНЖОЛ,1941,1,240784,
ЕВЕЛИНА,1941,1,240784,
ФАРЗАНЯ,1941,1,240784,
МИНЕБАНУ,1941,1,240784,
ЛАЙОШНА,1941,1,240784,
ТИМЕРША,1941,1,240784,
ЭНЕС,1941,1,240784,
МОЧУБЕЛА,1941,1,240784,
ИННАИДА,1941,1,240784,
ШЕРФХАН,1941,1,240784,
ИНГИБОРГ,1941,1,240784,
УББИАЛИ,1941,1,240784,
НАИБДЖАН,1941,1,240784,
ЛОРИТТА,1941,1,240784,
ШАРБЕЛЬ-ХУРИ,1941,1,240784,
МАГИСУМА,1941,1,240784,
ЛОЛАХАН,1941,1,240784,
ШАРЛОТТ,1941,1,240784,
ЭГЛИ,1941,1,240784,
МУСЕНЬКА,1941,1,240784,
ЗЯЙТУНЕ,1941,1,240784,
ХАЛИУЛА,1941,1,240784,
МИРГАСИМ,1941,1,240784,
ЦЫЦЫКМА,1941,1,240784,
ЭРАЙ,1941,1,240784,
НИКОЛАУС,1941,1,240784,
ИСРАФИЛ,1941,1,240784,
ЭДУАРДА,1941,1,240784,
МЖИП,1941,1,240784,
МАНАВАРА,1941,1,240784,
ДМИТРИХ,1941,1,240784,
ФЕДОРОВ,1941,1,240784,
МАГАРИТА,1941,1,240784,
ЗЛЬВИРА,1941,1,240784,
ХУСЯИНШ,1941,1,240784,
РИМЯ,1941,1,240784,
КРИСТОФ,1941,1,240784,
УМЕР,1941,1,240784,
МУХАММЕД,1941,1,240784,
ИОНЕССА,1941,1,240784,
ШАРИФАТ,1941,1,240784,
ПЕРТ,1941,1,240784,
НАДЕЖДЛА,1941,1,240784,
ЗЯЙТУНА,1941,1,240784,
ЭЛЬФРЕД,1941,1,240784,
ЭРКО,1941,1,240784,
НАТАТЛЬЯ,1941,1,240784,
КВЕНТИН,1941,1,240784,
ЭДОАРДО,1941,1,240784,
ОЛЕШ,1941,1,240784,
НАСТАЗИЯ,1941,1,240784,
ЗЛАТАНА,1941,1,240784,
ХАПИСАТ,1941,1,240784,
ХАСИ,1941,1,240784,
КАБДУЛДА,1941,1,240784,
ИЛЬСНЕР,1941,1,240784,
ТОММИЛА,1941,1,240784,
МАИЯ,1941,1,240784,
МАХИБЕНЯ,1941,1,240784,
ЛАРИАНА,1941,1,240784,
ФИРДОСУ,1941,1,240784,
МУХУТДИН,1941,1,240784,
ДИНЭРИЯ,1941,1,240784,
ЭУГЕНИЯ,1941,1,240784,
НИНВ,1941,1,240784,
ИЗЪЯСЛАВ,1941,1,240784,
ТЯНЗИЛЯ,1941,1,240784,
ФУЗА,1941,1,240784,
ЛЕОРНИД,1941,1,240784,
ИДИЛЛИЯ,1941,1,240784,
ТЯУХИДА,1941,1,240784,
МАХИБЕТА,1941,1,240784,
ЗИГМОНТ,1941,1,240784,
ЭМИЛЛИЯ,1941,1,240784,
ПЕТЯ,1941,1,240784,
МАРЧЕЛЛА,1941,1,240784,
КИРИШАН,1941,1,240784,
ЭРМАНДО,1941,1,240784,
ФЛОР,1941,1,240784,
ИНАМДЖАН,1941,1,240784,
ЭРНЕСТО,1941,1,240784,
ПЕРЧ,1941,1,240784,
МИНВАГИЗ,1941,1,240784,
ЗЕЙТЮНЯ,1941,1,240784,
ХАНЬНЯН,1941,1,240784,
ЭСЕТ,1941,1,240784,
КЕНЕСБАЙ,1941,1,240784,
ЗИМФИРЯ,1941,1,240784,
НТНА,1941,1,240784,
МИРГАЗИН,1941,1,240784,
ЛАРЕНЗО,1941,1,240784,
ФЛАВИАН,1941,1,240784,
СЕЙТ,1941,1,240784,
ЛЮДМИЛАР,1941,1,240784,
КИТАЛИЙ,1941,1,240784,
ФАРАХША,1941,1,240784,
МУЙЯ,1941,1,240784,
МИННИБАЙ,1941,1,240784,
ХАТИРЬЕ,1941,1,240784,
ФУЕТ,1941,1,240784,
ИЗОБЭЛЛА,1941,1,240784,
ЗАРЕММА,1941,1,240784,
ШЕРКУЗИ,1941,1,240784,
МРАС,1941,1,240784,
ИРЕНРЕНА,1941,1,240784,
ИДАЛЬГО,1941,1,240784,
ФАТИМАТ,1941,1,240784,
КОРОЛИНА,1941,1,240784,
ДОМЕНЕК,1941,1,240784,
ТАТИСИЯ,1941,1,240784,
МИНАХМЕТ,1941,1,240784,
ИЛЬИЗЯР,1941,1,240784,
ЭЛЬМОРА,1941,1,240784,
НЕМАТЖОН,1941,1,240784,
ФРИДРИК,1941,1,240784,
НАСР,1941,1,240784,
МАРХАМАТ,1941,1,240784,
ХАТУЖАТ,1941,1,240784,
ХХАЛТДА,1941,1,240784,
РЕЙН,1941,1,240784,
ЗАБРИНА,1941,1,240784,
ТУРДАЛИ,1941,1,240784,
САФО,1941,1,240784,
МАРИФЖАН,1941,1,240784,
ДИНИАНА,1941,1,240784,
МОТА,1941,1,240784,
МИННЕНУР,1941,1,240784,
ЛИОНЭЛЬ,1941,1,240784,
САЙННАТ,1941,1,240784,
ЯГУБ,1941,1,240784,
МОДИЛЕНА,1941,1,240784,
ЛБДМИЛА,1941,1,240784,
ОЛЬГЕРТ,1941,1,240784,
НАБИ,1941,1,240784,
МАСАКАЦУ,1941,1,240784,
ДОЛЯФРУ,1941,1,240784,
РЕЙХАНД,1941,1,240784,
ХОСЕ,1941,1,240784,
МАМЛАКАТ,1941,1,240784,
ОВЕЗ,1941,1,240784,
ЗЫФРИДА,1941,1,240784,
ТАСКЕРА,1941,1,240784,
ЭЙЮБ,1941,1,240784,
КЛАРЕТА,1941,1,240784,
ТАРЬЯНА,1941,1,240784,
РИКС,1941,1,240784,
НИКОЛАВЙ,1941,1,240784,
ИЗАБЕЛА,1941,1,240784,
ЭСКО,1941,1,240784,
ЛЬОРЕНТЭ,1941,1,240784,
ЗЕЙТУНЯ,1941,1,240784,
ТАНАТАР,1941,1,240784,
РАЗА,1941,1,240784,
КАЗИМИРА,1941,1,240784,
ОЛЬГЕРД,1941,1,240784,
ЛЮДЖМИЛА,1941,1,240784,
ИЛЬБРУС,1941,1,240784,
РАЙШИДЕ,1941,1,240784,
НИНАОВНА,1941,1,240784,
ЗИГМУНТ,1941,1,240784,
РИПСИМЯ,1941,1,240784,
ТАНЯ,1941,1,240784,
ЗЫГМОНТ,1941,1,240784,
РУХСАРА,1941,1,240784,
НИКОЛДАЙ,1941,1,240784,
ЗУБЯЙДА,1941,1,240784,
РАЗМИЛА,1941,1,240784,
ФОЗА,1941,1,240784,
КСАВЕРИТ,1941,1,240784,
РАЯН,1941,1,240784,
МАРДАХАЙ,1941,1,240784,
ЗУБЯЙДЯ,1941,1,240784,
СТЭНУЭЛ,1941,1,240784,
КОЛЮЖНАЯ,1941,1,240784,
ДОЛОРЭС,1941,1,240784,
НУРЗИДЕ,1941,1,240784,
ЗУФЯНУН,1941,1,240784,
СИРАФИМ,1941,1,240784,
ТЭМА,1941,1,240784,
КАЧЕРМАН,1941,1,240784,
ЖИВОРИН,1941,1,240784,
РУШЯНИЯ,1941,1,240784,
ПСОР,1941,1,240784,
КАГЕРМАН,1941,1,240784,
ЗАБЕЛЛА,1941,1,240784,
НЮРХАНА,1941,1,240784,
КИЗАЙБАТ,1941,1,240784,
ЗМНАИДА,1941,1,240784,
МАГИНОРА,1941,1,240784,
ЖАНЭТТА,1941,1,240784,
ТАВХИДЯ,1941,1,240784,
ХИВА,1941,1,240784,
НАСРЕДИН,1941,1,240784,
ДОРЖБАТ,1941,1,240784,
СЕЛИВАН,1941,1,240784,
ИМАНУИЛЬ,1941,1,240784,
СЕВСТИЙ,1941,1,240784,
ШАМА,1941,1,240784,
РАДЭЛЛА,1941,1,240784,
ПОЛЬ,1941,1,240784,
ТАЛИНИЯ,1941,1,240784,
ХУТА,1941,1,240784,
МИГРАСИН,1941,1,240784,
ЗИФРИДА,1941,1,240784,
ПЕТИМАТ,1941,1,240784,
ЛЕМА,1941,1,240784,
ТИЛЕПАЛДЫ,1941,1,240784,
ЗАЛФИРЯ,1941,1,240784,
НУСРАИТ,1941,1,240784,
ЭЛИК,1941,1,240784,
ОКСАНАИНА,1941,1,240784,
ЗИНАИЗА,1941,1,240784,
СЕРРГЕЙ,1941,1,240784,
НУНЯ,1941,1,240784,
ДОЛОРЕССА,1941,1,240784,
ИСТАЛИЯ,1941,1,240784,
НУРЬЯНА,1941,1,240784,
РОМА,1941,1,240784,
МИЛИСТИНА,1941,1,240784,
ЗИНАТУЛЛА,1941,1,240784,
ЗАЛМОЛА,1941,1,240784,
ЖЮСТЕНА,1941,1,240784,
МЕЛИ,1941,1,240784,
ИНГЕБОРГА,1941,1,240784,
ЗЯЙТУНЯ,1941,1,240784,
РИАМИРА,1941,1,240784,
ТЭСС,1941,1,240784,
МАРГАРИНА,1941,1,240784,
ЗЕНОВИЙ,1941,1,240784,
САМАРАЙ,1941,1,240784,
КАМАЛАКАР,1941,1,240784,
НУРСЯНА,1941,1,240784,
ЮНОС,1941,1,240784,
РОДИОНОВА,1941,1,240784,
РАДОСАВ,1941,1,240784,
ЗИНАДАИДА,1941,1,240784,
ЛЕОНИДД,1941,1,240784,
СЕТЛАНА,1941,1,240784,
ТВАН,1941,1,240784,
РЕМИНДЖАН,1941,1,240784,
ЗЕНАИДА,1941,1,240784,
НУРГАНЯ,1941,1,240784,
МОНЯ,1941,1,240784,
КАЛМЕТДИН,1941,1,240784,
ОЛЬГАИЙ,1941,1,240784,
МАКИРАВЗА,1941,1,240784,
ЗАГИДИН,1941,1,240784,
ЛЬГА,1941,1,240784,
ДЖЕННЕССА,1941,1,240784,
КАРЕГИН,1941,1,240784,
ФИНА,1941,1,240784,
ПЕЛЬЖИХАН,1941,1,240784,
ИВДОКИЯ,1941,1,240784,
СИЦИЛИЯ,1941,1,240784,
ЛЕНЦ,1941,1,240784,
КОНТАНТИН,1941,1,240784,
ЖЕРЕССА,1941,1,240784,
САПИНАТ,1941,1,240784,
ЭСНА,1941,1,240784,
МАБОРЯКША,1941,1,240784,
КАТЕРЬЕ,1941,1,240784,
СЕОРГЕЙ,1941,1,240784,
КУРТ,1941,1,240784,
ДЕКАБРИНА,1941,1,240784,
ЛАВИССА,1941,1,240784,
НЮРСЯНЕ,1941,1,240784,
РУИС,1941,1,240784,
РЕЙНГОЛЬД,1941,1,240784,
ЛЕОНСИЯ,1941,1,240784,
ТАМИЛИЯ,1941,1,240784,
МИЧИ,1941,1,240784,
МУСАЛЛИФА,1941,1,240784,
ИЛЬВИНА,1941,1,240784,
РУППЕРТ,1941,1,240784,
ЭМЭР,1941,1,240784,
НЕКТАРИНА,1941,1,240784,
ПЕЛЕ,1941,1,240784,
САДЯТБАНУ,1941,1,240784,
ЖЕЛЛЕТА,1941,1,240784,
ТАВКИЛЬ,1941,1,240784,
ТЕБО,1941,1,240784,
СВЕТЛАНАЕ,1941,1,240784,
ЗЕЙТАНА,1941,1,240784,
МАЙЕ,1941,1,240784,
ИЗАТУЛЛАА,1941,1,240784,
ЮМЕР,1941,1,240784,
КАЛИАХМЕТ,1941,1,240784,
ЕЛЬМИРА,1941,1,240784,
РИДЖАНА,1941,1,240784,
МУСУ,1941,1,240784,
МАРИОНЭЛА,1941,1,240784,
РАФИКАТ,1941,1,240784,
ЯВЕР,1941,1,240784,
КАЯМЕТДИН,1941,1,240784,
ЕФРОСИЯ,1941,1,240784,
НУРЖИАН,1941,1,240784,
ХУСЯИНШИН,1941,1,240784,
КАМЕФЕДИН,1941,1,240784,
КРИСТИН,1941,1,240784,
ГУЛЬМИЙРАД,1941,1,240784,
РАКОВСКАЯ,1941,1,240784,
ЗИДАИДА,1941,1,240784,
НМКОЛАЙ,1941,1,240784,
ДЖЕННЕССА.,1941,1,240784,
ДАНИЛОВНА,1941,1,240784,
КЛАРИСЕ,1941,1,240784,
ГУЛЬМАРЬЯН,1941,1,240784,
ЕЛЕЗАВЕТА,1941,1,240784,
ЕВГЕНИИ,1941,1,240784,
ОЛАФФРАНЦ ИОХАНН        ,1941,1,240784,
МУРТИЗАЛИ,1941,1,240784,
ЛЕОНИДЙ,1941,1,240784,
РЕОГИНА,1941,1,240784,
МАГАМЕДАЛИ,1941,1,240784,
МАХМАДАЛИ,1941,1,240784,
ЗОЯЕНИЯ,1941,1,240784,
АБДУЛЛАБЕК,1941,1,240784,
ПАЛАКТИНА,1941,1,240784,
ЕИКОЛАЙ,1941,1,240784,
ТАМАТАТ,1941,1,240784,
ГУЛЬДЖИМАЛ,1941,1,240784,
ЕКАТАРИНА,1941,1,240784,
ИРИНАНА,1941,1,240784,
СЕРЕТЯН,1941,1,240784,
ЕКАТЕРИНА.,1941,1,240784,
ДЖАХАНГИР,1941,1,240784,
ВАОЕРИЙ,1941,1,240784,
РАДОВИЧ,1941,1,240784,
ГЕЛЬФЕРУЗА,1941,1,240784,
МУХАМАДИЯ,1941,1,240784,
ВЛЕНТИН,1941,1,240784,
РОПЛАНД,1941,1,240784,
МАЛИКАХОН,1941,1,240784,
ВИТАУТС,1941,1,240784,
РОГВОЛД,1941,1,240784,
ГУРМЕТОГЛЫ,1941,1,240784,
МАХМЕДЖАН,1941,1,240784,
ВИЛЬНИС,1941,1,240784,
РАЗОМЕС,1941,1,240784,
ВАСЛЛЛИЛИЙ,1941,1,240784,
МАХИРОВЗА,1941,1,240784,
ВЛДИМИР,1941,1,240784,
СИРАЗИЯ,1941,1,240784,
АБДУЛВЯЛИ               ,1941,1,240784,
МАНАВАРИЯ,1941,1,240784,
ВЛАДИМИ,1941,1,240784,
АЛИКАБДУЛ               ,1941,1,240784,
КРУНОСЛАВ,1941,1,240784,
ДИЛЬШАТ,1941,1,240784,
НУРЕМАН,1941,1,240784,
АБДУЛБАТУТ,1941,1,240784,
РАМФИЗЯ,1941,1,240784,
АНАНАТОЛИЙ,1941,1,240784,
ГЕРМИНА,1941,1,240784,
РЕНОЛЬД,1941,1,240784,
АДМИРАЛЬДА,1941,1,240784,
ГЮЛЬСУМ,1941,1,240784,
ТАМААРА,1941,1,240784,
ЭДОЛМИРЗА,1941,1,240784,
СИАНИСЛАВ,1941,1,240784,
НУЗГАРИ,1941,1,240784,
АДМИРОЛЬДА,1941,1,240784,
ЗАЛХАБИРЕ,1941,1,240784,
ДЕОНИНА,1941,1,240784,
КУРВАНАЛИ,1941,1,240784,
ВАЛИЛИЙ,1941,1,240784,
РУЗВЕЛТ,1941,1,240784,
ТУКТАРБАЙ,1941,1,240784,
ИСКЯНДЯРЬ,1941,1,240784,
ГИТАЛИЙ,1941,1,240784,
РАИСАЕЙ,1941,1,240784,
ВАЛЕНТИНА.,1941,1,240784,
ЗАЯХАБИРА,1941,1,240784,
ВИКТОРВ,1941,1,240784,
ХАМДИНИСЯ,1941,1,240784,
ГАЛФАНА,1941,1,240784,
ТАМАРПА,1941,1,240784,
АЛЕКСАЕНДР,1941,1,240784,
САПАРГУЛЬ,1941,1,240784,
ВИТАЛАЙ,1941,1,240784,
РИТАИСА,1941,1,240784,
ВАЛЕНТИНАВ,1941,1,240784,
МАГОМЕДОВ,1941,1,240784,
КРБАНГАЛИ,1941,1,240784,
ДЖАРИЯТ,1941,1,240784,
НУРСЕНЯ,1941,1,240784,
ГАБДЕЛЬХАТ,1941,1,240784,
СТАНЕСЛАВ,1941,1,240784,
ГАЛФИРА,1941,1,240784,
ВАЛЕНТИНАН,1941,1,240784,
ИСКАНДЯРЬ,1941,1,240784,
ВЕТАЛИЙ,1941,1,240784,
НИТАЛЬЯ,1941,1,240784,
ГУЛЬДЖЕМАЛ,1941,1,240784,
МУХЕТСИНЯ,1941,1,240784,
ГЕОГРИЙ,1941,1,240784,
СОЛОВАТ,1941,1,240784,
БРОНЕСТАЛЬ,1941,1,240784,
САДРАДДИН,1941,1,240784,
ГЕЛЬБЯН,1941,1,240784,
ТАИССИЯ,1941,1,240784,
ФЕРНАНДЕС,1941,1,240784,
ЕВДОКИМОВ,1941,1,240784,
ГЕЛЬБЯЙ,1941,1,240784,
РОЗАННА,1941,1,240784,
КИЯМЕТДИН,1941,1,240784,
НУДРУМА,1941,1,240784,
ХАНСЮРГЕН               ,1941,1,240784,
МАРГИРИТА,1941,1,240784,
ВИКТОПР,1941,1,240784,
РУСУДАН,1941,1,240784,
ХРИСТАФОР,1941,1,240784,
МАГИТНОРА,1941,1,240784,
ГАДЕЖДА,1941,1,240784,
РОФАЭЛЬ,1941,1,240784,
АЛЕКСАНЛДР,1941,1,240784,
ЕКАТНРИНА,1941,1,240784,
РОУЗАНА,1941,1,240784,
АЛКИМАНТАС,1941,1,240784,
ПИЛЬМУЛЛА,1941,1,240784,
СЕРГЕЕЙ,1941,1,240784,
ЯУГАРБИКЯ,1941,1,240784,
НИКИТИЧНА,1941,1,240784,
ГЕОЦИНТ,1941,1,240784,
МУХЕТЕИНЯ,1941,1,240784,
ВЛАДИИР,1941,1,240784,
РАДЕЛЛА,1941,1,240784,
АБДУЛХАДЫР,1941,1,240784,
ВЯЧСЛАВ,1941,1,240784,
СЕРЕГЕЙ,1941,1,240784,
ВАЛЕНТИИНА,1941,1,240784,
СИЛЬВЕРСТ,1941,1,240784,
РОБЕРТО,1941,1,240784,
ЕКАТЕРИТНА,1941,1,240784,
СЕВАСТИЯН,1941,1,240784,
ВИКТОЛР,1941,1,240784,
РУЗАЛИН,1941,1,240784,
АЛГИМАНТАС,1941,1,240784,
ПЕТРОНЕЛЕ,1941,1,240784,
ГАЛСИНА,1941,1,240784,
РИМАИДА,1941,1,240784,
КАШЕФЕТДИН,1941,1,240784,
ПЕТРОНИЙЕ,1941,1,240784,
