name,year,num,total,sex
ЮРИЙ,1932,4245,187203,М
АЛЕКСАНДРА,1932,4136,187203,Ж
ТАМАРА,1932,4065,187203,Ж
ИВАН,1932,3685,187203,М
ЛЮДМИЛА,1932,3556,187203,Ж
АНТОНИНА,1932,3372,187203,Ж
РАИСА,1932,3162,187203,Ж
ВАСИЛИЙ,1932,2968,187203,М
МИХАИЛ,1932,2949,187203,М
АЛЕКСЕЙ,1932,2946,187203,М
НАДЕЖДА,1932,2928,187203,Ж
ТАТЬЯНА,1932,2872,187203,Ж
ВЕРА,1932,2847,187203,Ж
БОРИС,1932,2819,187203,М
ЕВГЕНИЙ,1932,2403,187203,М
КЛАВДИЯ,1932,2270,187203,Ж
ЗОЯ,1932,2265,187203,Ж
ЕКАТЕРИНА,1932,2191,187203,Ж
ВАЛЕНТИН,1932,1970,187203,М
ЛЮБОВЬ,1932,1889,187203,Ж
СЕРГЕЙ,1932,1800,187203,М
ЕЛЕНА,1932,1527,187203,Ж
ОЛЬГА,1932,1484,187203,Ж
ПЕТР,1932,1426,187203,М
ЕВГЕНИЯ,1932,1237,187203,Ж
ЛЕОНИД,1932,1164,187203,М
ГЕННАДИЙ,1932,1133,187203,М
ИРИНА,1932,1066,187203,Ж
АНАСТАСИЯ,1932,1037,187203,Ж
МАРГАРИТА,1932,972,187203,Ж
НАТАЛЬЯ,1932,957,187203,Ж
ЕВДОКИЯ,1932,947,187203,Ж
ИГОРЬ,1932,885,187203,М
ЛЕВ,1932,883,187203,М
ДМИТРИЙ,1932,821,187203,М
ЮЛИЯ,1932,756,187203,Ж
ПАВЕЛ,1932,746,187203,М
ВЯЧЕСЛАВ,1932,730,187203,М
КОНСТАНТИН,1932,680,187203,М
ЕЛИЗАВЕТА,1932,625,187203,Ж
РИММА,1932,615,187203,Ж
ВИТАЛИЙ,1932,597,187203,М
ОЛЕГ,1932,596,187203,М
ПЕЛАГЕЯ,1932,593,187203,Ж
ТАИСИЯ,1932,572,187203,Ж
ЛАРИСА,1932,568,187203,Ж
СВЕТЛАНА,1932,538,187203,Ж
ГЕОРГИЙ,1932,510,187203,М
ИННА,1932,488,187203,Ж
ГРИГОРИЙ,1932,471,187203,М
РОЗА,1932,468,187203,Ж
ФЕДОР,1932,444,187203,М
ИРАИДА,1932,436,187203,Ж
АНДРЕЙ,1932,426,187203,М
СЕРАФИМА,1932,425,187203,Ж
АЛЛА,1932,424,187203,Ж
ПРАСКОВЬЯ,1932,391,187203,Ж
ВАЛЕРИЙ,1932,368,187203,М
СТАНИСЛАВ,1932,362,187203,М
ВАДИМ,1932,346,187203,М
СОФЬЯ,1932,338,187203,Ж
МАРИНА,1932,333,187203,Ж
АЛЕВТИНА,1932,331,187203,Ж
ФАИНА,1932,294,187203,Ж
ВАРВАРА,1932,287,187203,Ж
ЭДУАРД,1932,283,187203,М
АРКАДИЙ,1932,282,187203,М
НАТАЛИЯ,1932,281,187203,Ж
ЛИЛИЯ,1932,276,187203,Ж
ВЛАДИСЛАВ,1932,250,187203,М
СЕМЕН,1932,237,187203,М
МАЙЯ,1932,236,187203,Ж
АЛЬБЕРТ,1932,233,187203,М
ИЛЬЯ,1932,211,187203,М
ЕГОР,1932,206,187203,М
ГЕРМАН,1932,199,187203,М
НЕЛЛИ,1932,197,187203,Ж
НИНЕЛЬ,1932,184,187203,Ж
ДИНА,1932,175,187203,Ж
ЭММА,1932,164,187203,Ж
КЛАРА,1932,163,187203,Ж
ВАЛЕРИЯ,1932,163,187203,Ж
АЛЬБИНА,1932,161,187203,Ж
ЯКОВ,1932,152,187203,М
КАПИТАЛИНА,1932,134,187203,Ж
ВЕНИАМИН,1932,131,187203,М
СОФИЯ,1932,130,187203,Ж
САНИЯ,1932,129,187203,Ж
ВИКТОРИЯ,1932,124,187203,Ж
СТЕПАН,1932,123,187203,М
ЭЛЬВИРА,1932,120,187203,Ж
КСЕНИЯ,1932,117,187203,Ж
МАРК,1932,116,187203,М
ЭЛЕОНОРА,1932,114,187203,Ж
ПОЛИНА,1932,113,187203,Ж
ФЕЛИКС,1932,113,187203,М
ЭМИЛИЯ,1932,108,187203,Ж
ГЕНРИХ,1932,105,187203,М
КАПИТОЛИНА,1932,105,187203,Ж
ИНЕССА,1932,103,187203,Ж
ВСЕВОЛОД,1932,99,187203,М
РОМАН,1932,96,187203,М
АНГЕЛИНА,1932,90,187203,Ж
КИРА,1932,90,187203,Ж
ЛИЯ,1932,86,187203,Ж
АНФИСА,1932,85,187203,Ж
РАИДА,1932,84,187203,Ж
МАТРЕНА,1932,82,187203,Ж
ИНГА,1932,80,187203,Ж
РОБЕРТ,1932,80,187203,М
ЭЛЬЗА,1932,75,187203,Ж
РУДОЛЬФ,1932,74,187203,М
НОННА,1932,74,187203,Ж
ЕФИМ,1932,74,187203,М
ВЕРОНИКА,1932,72,187203,Ж
ЖАННА,1932,72,187203,Ж
МАЯ,1932,70,187203,Ж
ИОСИФ,1932,69,187203,М
МАРАТ,1932,68,187203,М
ТАИСА,1932,68,187203,Ж
АРНОЛЬД,1932,67,187203,М
АЛИСА,1932,65,187203,Ж
ИДА,1932,64,187203,Ж
РЕГИНА,1932,63,187203,Ж
ЕФРОСИНЬЯ,1932,62,187203,Ж
АЛИНА,1932,60,187203,Ж
КИРИЛЛ,1932,58,187203,М
АНТОН,1932,57,187203,М
СЕРАФИМ,1932,57,187203,М
АЛЕФТИНА,1932,57,187203,Ж
ДАРЬЯ,1932,56,187203,Ж
ТИМОФЕЙ,1932,56,187203,М
АРТУР,1932,55,187203,М
ОЛИМПИАДА,1932,55,187203,Ж
ЮЛИЙ,1932,53,187203,М
АСЯ,1932,53,187203,Ж
ВЛАДЛЕН,1932,53,187203,М
ДАВИД,1932,52,187203,М
АФАНАСИЙ,1932,52,187203,М
РОСТИСЛАВ,1932,52,187203,М
АНТОНИДА,1932,51,187203,Ж
РУФИНА,1932,51,187203,Ж
ЭЛЛА,1932,50,187203,Ж
БЕЛЛА,1932,48,187203,Ж
ДИАНА,1932,46,187203,Ж
АИДА,1932,45,187203,Ж
АДОЛЬФ,1932,45,187203,М
РИТА,1932,45,187203,Ж
МАРТА,1932,44,187203,Ж
РОЗАЛИЯ,1932,44,187203,Ж
НЭЛЛИ,1932,42,187203,Ж
ОКСАНА,1932,42,187203,Ж
УЛЬЯНА,1932,42,187203,Ж
ГЛАФИРА,1932,41,187203,Ж
МАРФА,1932,40,187203,Ж
ЛУИЗА,1932,40,187203,Ж
МАКСИМ,1932,39,187203,М
КИМ,1932,39,187203,М
АЛЬФРЕД,1932,38,187203,М
ВЛАДИЛЕН,1932,38,187203,М
ГЛЕБ,1932,37,187203,М
НИКИТА,1932,36,187203,М
ИРА,1932,36,187203,Ж
АВГУСТА,1932,35,187203,Ж
МАРИАННА,1932,34,187203,Ж
МИРА,1932,34,187203,Ж
РАВЗА,1932,32,187203,Ж
РАЗИЯ,1932,32,187203,Ж
ОКТЯБРИНА,1932,32,187203,Ж
АЛИЯ,1932,32,187203,Ж
АДА,1932,31,187203,Ж
ИЯ,1932,31,187203,Ж
АЗА,1932,31,187203,Ж
МУЗА,1932,31,187203,Ж
ПРОСКОВЬЯ,1932,31,187203,Ж
ГЕНРИЭТТА,1932,30,187203,Ж
МАТВЕЙ,1932,30,187203,М
КАЛЕРИЯ,1932,30,187203,Ж
ШАМИЛЬ,1932,30,187203,М
ЛЕОНТИЙ,1932,30,187203,М
РАВИЛЬ,1932,29,187203,М
ЛЕНА,1932,29,187203,Ж
МОИСЕЙ,1932,29,187203,М
АСИЯ,1932,29,187203,Ж
РАФИК,1932,29,187203,М
ЛОРА,1932,28,187203,Ж
РИМА,1932,28,187203,Ж
ГЕНРИЕТТА,1932,28,187203,Ж
ВИЛЕН,1932,27,187203,М
АДЕЛЬ,1932,27,187203,Ж
ЛИНА,1932,27,187203,Ж
АГРАФЕНА,1932,27,187203,Ж
ГЕРТРУДА,1932,27,187203,Ж
ИРМА,1932,27,187203,Ж
РАФАИЛ,1932,26,187203,М
ИЗАБЕЛЛА,1932,26,187203,Ж
ЭВЕЛИНА,1932,26,187203,Ж
БРОНИСЛАВ,1932,26,187203,М
НУРИЯ,1932,26,187203,Ж
АНЖЕЛИКА,1932,26,187203,Ж
ПАВЛИНА,1932,25,187203,Ж
РАУЗА,1932,25,187203,Ж
АЛИМПИАДА,1932,25,187203,Ж
РАФАЭЛЬ,1932,25,187203,М
АВГУСТИНА,1932,25,187203,Ж
НЕЛЯ,1932,24,187203,Ж
ЭРИК,1932,24,187203,М
АРИАДНА,1932,24,187203,Ж
АГРИППИНА,1932,24,187203,Ж
РАХИЛЬ,1932,24,187203,Ж
ТАИСЬЯ,1932,24,187203,Ж
АЛЯ,1932,24,187203,Ж
ВЕНЕРА,1932,24,187203,Ж
МАИНА,1932,23,187203,Ж
ФИЛИПП,1932,23,187203,М
РЕНАТА,1932,23,187203,Ж
НАУМ,1932,23,187203,М
ФРИДА,1932,23,187203,Ж
ГЕЛИЙ,1932,23,187203,М
ЯРОСЛАВ,1932,23,187203,М
ЛЕОНАРД,1932,22,187203,М
НЕЛЛЯ,1932,21,187203,Ж
АЭЛИТА,1932,21,187203,Ж
ИСААК,1932,21,187203,М
СТАНИСЛАВА,1932,21,187203,Ж
ИЗОЛЬДА,1932,20,187203,Ж
РАЯ,1932,20,187203,Ж
ЗИНОВИЙ,1932,20,187203,М
ДОРА,1932,20,187203,Ж
РУСЛАН,1932,20,187203,М
ХАЙДАР,1932,20,187203,М
АНИСЬЯ,1932,20,187203,Ж
ЭЛЬВИНА,1932,19,187203,Ж
ДЕНИС,1932,19,187203,М
ФРИДРИХ,1932,19,187203,М
ЭРНЕСТ,1932,19,187203,М
АДЕЛАИДА,1932,19,187203,Ж
КУЗЬМА,1932,19,187203,М
ЛЕОН,1932,19,187203,М
ЭМИЛЬ,1932,19,187203,М
НЕОНИЛА,1932,19,187203,Ж
ФАТИМА,1932,18,187203,Ж
АГАФЬЯ,1932,18,187203,Ж
РАШИТ,1932,18,187203,М
БЕРТА,1932,18,187203,Ж
РАШИДА,1932,18,187203,Ж
АРОН,1932,18,187203,М
ЭЛЬМИРА,1932,18,187203,Ж
ФАНЯ,1932,17,187203,Ж
АЛИ,1932,17,187203,М
ФИРА,1932,17,187203,Ж
МАНСУР,1932,17,187203,М
ИДЕЯ,1932,17,187203,Ж
МИТРОФАН,1932,17,187203,М
АГНИЯ,1932,16,187203,Ж
БРОНИСЛАВА,1932,16,187203,Ж
СЕДА,1932,16,187203,Ж
ЛИЛИАНА,1932,16,187203,Ж
ЯДВИГА,1932,16,187203,Ж
ХАРИС,1932,16,187203,М
КАРЛЕН,1932,16,187203,М
АВЕНИР,1932,15,187203,М
РАШИД,1932,15,187203,М
ГАЛИЯ,1932,15,187203,Ж
ЭСФИРЬ,1932,15,187203,Ж
АДАМ,1932,15,187203,М
ТИХОН,1932,15,187203,М
АБДУЛ,1932,15,187203,М
АРСЕНИЙ,1932,15,187203,М
ВИТОЛЬД,1932,15,187203,М
ФЕДОСЬЯ,1932,15,187203,Ж
СОНЯ,1932,14,187203,Ж
СИМА,1932,14,187203,Ж
ГАРРИ,1932,14,187203,М
АБРАМ,1932,14,187203,М
ГИВИ,1932,14,187203,М
ЕВА,1932,14,187203,Ж
АМИНЯ,1932,14,187203,Ж
ХАЛИДЯ,1932,14,187203,Ж
ГАВРИИЛ,1932,14,187203,М
СУСАННА,1932,13,187203,Ж
РЭМ,1932,13,187203,М
СВЯТОСЛАВ,1932,13,187203,М
ЭРА,1932,13,187203,Ж
АКУЛИНА,1932,13,187203,Ж
НАТА,1932,13,187203,Ж
РУБЕН,1932,13,187203,М
АРТЕМ,1932,13,187203,М
ВАСИЛИСА,1932,13,187203,Ж
ЛИРА,1932,13,187203,Ж
РАЙСЯ,1932,13,187203,Ж
РИВА,1932,13,187203,Ж
АЛЬВИНА,1932,13,187203,Ж
ТАМИЛА,1932,13,187203,Ж
МАКАР,1932,13,187203,М
ИВЕТТА,1932,13,187203,Ж
КАДРИЯ,1932,13,187203,Ж
ЮЛИАН,1932,13,187203,М
НАДИЯ,1932,12,187203,Ж
МУНИР,1932,12,187203,М
ЭДВАРД,1932,12,187203,М
АКСИНЬЯ,1932,12,187203,Ж
ЗЯКИЯ,1932,12,187203,Ж
АГНЕССА,1932,12,187203,Ж
РОЗИЯ,1932,12,187203,Ж
МАРЬЯМ,1932,12,187203,Ж
ДОМНА,1932,12,187203,Ж
ГАВРИЛ,1932,12,187203,М
СТАЛИНА,1932,12,187203,Ж
ДАНИИЛ,1932,12,187203,М
НОРА,1932,12,187203,Ж
СТЕЛЛА,1932,12,187203,Ж
ЛИЛЯ,1932,12,187203,Ж
ЭРНСТ,1932,12,187203,М
ЛЮСЯ,1932,12,187203,Ж
ФАТЫМА,1932,12,187203,Ж
ЭДГАР,1932,11,187203,М
ФАНИЯ,1932,11,187203,Ж
АВГУСТ,1932,11,187203,М
ФЕКЛА,1932,11,187203,Ж
ЯНИНА,1932,11,187203,Ж
НЕЛЛА,1932,11,187203,Ж
ВИКТОРИНА,1932,11,187203,Ж
ГУРИЙ,1932,11,187203,М
ЭРНА,1932,11,187203,Ж
РОАЛЬД,1932,11,187203,М
ВИЛЬ,1932,11,187203,М
САРРА,1932,11,187203,Ж
РЕМ,1932,11,187203,М
РУФИМА,1932,11,187203,Ж
АХМЕТ,1932,11,187203,М
ЗАКИЯ,1932,11,187203,Ж
НОНА,1932,11,187203,Ж
ЯН,1932,11,187203,М
СТЕПАНИДА,1932,11,187203,Ж
СОЛОМОН,1932,11,187203,М
БЭЛЛА,1932,10,187203,Ж
ГАННА,1932,10,187203,Ж
РУФА,1932,10,187203,Ж
МУСЯ,1932,10,187203,Ж
ЛЕОНОРА,1932,10,187203,Ж
САЯР,1932,10,187203,М
АРСЕНТИЙ,1932,10,187203,М
САМУИЛ,1932,10,187203,М
КИМА,1932,10,187203,Ж
РУСТАМ,1932,10,187203,М
АГРИПИНА,1932,10,187203,Ж
ВИОЛЕТТА,1932,10,187203,Ж
САРА,1932,10,187203,Ж
РЕНАТ,1932,10,187203,М
ЗЕМФИРА,1932,10,187203,Ж
НЯФИСЯ,1932,10,187203,Ж
КАРЛ,1932,10,187203,М
АДЕЛИЯ,1932,10,187203,Ж
ИБРАГИМ,1932,10,187203,М
ХАМЗЯ,1932,10,187203,М
ШОТА,1932,9,187203,М
ИОНАС,1932,9,187203,М
САФА,1932,9,187203,М
МАИСА,1932,9,187203,Ж
АЛИМЯ,1932,9,187203,Ж
ЛИАНА,1932,9,187203,Ж
НЭЛЯ,1932,9,187203,Ж
ГУРАМ,1932,9,187203,М
АДИЛЯ,1932,9,187203,Ж
ЛЮЦИЯ,1932,9,187203,Ж
ИЗРАИЛЬ,1932,9,187203,М
ФЕДОСИЯ,1932,9,187203,Ж
МАНЯ,1932,9,187203,Ж
ДАНИЛ,1932,9,187203,М
ЛЕОНИДА,1932,9,187203,Ж
ЕФРОСИНИЯ,1932,9,187203,Ж
ЭЛЯ,1932,9,187203,Ж
ИСКРА,1932,9,187203,Ж
МАНСУРА,1932,9,187203,Ж
АДЕЛИНА,1932,9,187203,Ж
МАКС,1932,9,187203,М
ФАТЕХ,1932,9,187203,М
НАРИМАН,1932,9,187203,М
НАТЕЛА,1932,9,187203,Ж
ФЕОДОСИЯ,1932,9,187203,Ж
НАИЛЯ,1932,9,187203,Ж
АМИРАН,1932,9,187203,М
ПАЛИНА,1932,9,187203,Ж
ТРОФИМ,1932,9,187203,М
ТАРАС,1932,9,187203,М
АВРОРА,1932,9,187203,Ж
НИНЭЛЬ,1932,9,187203,Ж
ФЕДОРА,1932,9,187203,Ж
НАИЛЬ,1932,8,187203,М
ЗЛАТА,1932,8,187203,Ж
САИДА,1932,8,187203,Ж
ИГНАТ,1932,8,187203,М
ТАМИЛЛА,1932,8,187203,Ж
РАИСЯ,1932,8,187203,Ж
ЛАЗАРЬ,1932,8,187203,М
ЗАХАР,1932,8,187203,М
ВЕНЕДИКТ,1932,8,187203,М
ЛЕНИНА,1932,8,187203,Ж
ГРАНТ,1932,8,187203,М
ВЛАДЛЕНА,1932,8,187203,Ж
ЛЕВОН,1932,8,187203,М
АСКОЛЬД,1932,8,187203,М
ФРАНЦ,1932,8,187203,М
ВИКЕНТИЙ,1932,8,187203,М
КАРЕН,1932,8,187203,М
ГЕНИЙ,1932,8,187203,М
ИЗА,1932,8,187203,Ж
АХМЕД,1932,8,187203,М
ФАРИТ,1932,8,187203,М
РЕМА,1932,8,187203,М
ЕВСТОЛИЯ,1932,8,187203,Ж
ГЕРАСИМ,1932,8,187203,М
ИРЭНА,1932,8,187203,Ж
ВАХТАНГ,1932,8,187203,М
АМАЛИЯ,1932,8,187203,Ж
УМЯР,1932,8,187203,М
ВИЛЛЕН,1932,8,187203,М
АЛЬФИЯ,1932,8,187203,Ж
АППОЛИНАРИЯ,1932,8,187203,Ж
ХРИСТОФОР,1932,8,187203,М
ЭЛИНА,1932,8,187203,Ж
ЯНА,1932,8,187203,Ж
АБДУЛХАЙ,1932,8,187203,М
ЭНВЕР,1932,8,187203,М
ЭНГЕЛИНА,1932,8,187203,Ж
ФАРИДА,1932,8,187203,Ж
ЭЛЬФРИДА,1932,7,187203,Ж
ЭММАНУИЛ,1932,7,187203,М
ВОЛЬДЕМАР,1932,7,187203,М
ДЖЕММА,1932,7,187203,Ж
СУРЕН,1932,7,187203,М
ИНЭССА,1932,7,187203,Ж
ФАКИЯ,1932,7,187203,Ж
ИННЕСА,1932,7,187203,Ж
ОТАРИ,1932,7,187203,М
ДОНАРА,1932,7,187203,Ж
СОНИЯ,1932,7,187203,Ж
ОСМАН,1932,7,187203,М
СТЕФАН,1932,7,187203,М
ФЛЮРА,1932,7,187203,Ж
ЭДИТА,1932,7,187203,Ж
КАСИМ,1932,7,187203,М
СЕРЕЖА,1932,7,187203,М
ФАТЕК,1932,7,187203,М
ХАСАН,1932,7,187203,М
ДАНИЯ,1932,7,187203,Ж
АГАФИЯ,1932,7,187203,Ж
ФЛОРА,1932,7,187203,Ж
ХАЛИТ,1932,7,187203,М
ГЕНРИЭТА,1932,7,187203,Ж
МИЛЯ,1932,7,187203,Ж
ЗАИРА,1932,7,187203,Ж
НЕЛИ,1932,7,187203,Ж
ВЕНИДИКТ,1932,7,187203,М
ХАЯ,1932,7,187203,Ж
САДИЯ,1932,7,187203,Ж
ЛЯЛЯ,1932,7,187203,Ж
ГЕНРИЕТА,1932,7,187203,Ж
АДИЯ,1932,7,187203,Ж
ЕВСЕЙ,1932,7,187203,М
МЭРИ,1932,7,187203,Ж
РИХАНЯ,1932,7,187203,Ж
НАТЕЛЛА,1932,7,187203,Ж
РАФЕК,1932,7,187203,М
ЗОРЯ,1932,7,187203,Ж
КУРБАН,1932,7,187203,М
МАГИНУР,1932,7,187203,Ж
ХАЛИМЯ,1932,7,187203,Ж
РАИС,1932,7,187203,М
РАХИЛЯ,1932,7,187203,Ж
БОЛЕСЛАВ,1932,7,187203,М
РАФИЯ,1932,7,187203,Ж
ЗАРА,1932,7,187203,Ж
НАФИСЯ,1932,7,187203,Ж
ГЕНАДИЙ,1932,7,187203,М
РЕВЕККА,1932,7,187203,Ж
НАИМ,1932,7,187203,М
МИРОСЛАВА,1932,7,187203,Ж
ДИНАИДА,1932,7,187203,Ж
НОВЕЛЛА,1932,7,187203,Ж
АЛИМА,1932,6,187203,Ж
АЛЕНА,1932,6,187203,Ж
ПОЛЯ,1932,6,187203,Ж
КРИСТИНА,1932,6,187203,Ж
АМИНА,1932,6,187203,Ж
ЭНГЕЛЬС,1932,6,187203,М
ИСАК,1932,6,187203,М
МАЛЬВИНА,1932,6,187203,Ж
ХАНА,1932,6,187203,Ж
ХАЛИСЯ,1932,6,187203,Ж
НИЛ,1932,6,187203,М
ИЛЛАРИОН,1932,6,187203,М
РЕЗО,1932,6,187203,М
АКИМ,1932,6,187203,М
НИКИФОР,1932,6,187203,М
ЗАЙТУНА,1932,6,187203,Ж
ХАЛИДА,1932,6,187203,Ж
САВЕЛИЙ,1932,6,187203,М
МАГОМЕД,1932,6,187203,М
РОВЗА,1932,6,187203,Ж
РОКСАНА,1932,6,187203,Ж
ИННОКЕНТИЙ,1932,6,187203,М
МУБИН,1932,6,187203,М
САИД,1932,6,187203,М
ПЕЛОГЕЯ,1932,6,187203,Ж
АНЖЕЛИНА,1932,6,187203,Ж
САБИР,1932,6,187203,М
ГЕНЯ,1932,6,187203,Ж
ПЛАТОН,1932,6,187203,М
ВАЛЕРЬЯН,1932,6,187203,М
НЭЛЛА,1932,6,187203,Ж
РАВИЛЯ,1932,6,187203,Ж
РУВИМ,1932,6,187203,М
ВИЛЛИ,1932,6,187203,М
ЕВСТАФИЙ,1932,6,187203,М
ВИЛОРИЙ,1932,6,187203,М
МАРЬЯ,1932,6,187203,Ж
МУНИРЯ,1932,6,187203,Ж
АНАИДА,1932,6,187203,Ж
САРИЯ,1932,6,187203,Ж
МАРЛЕН,1932,6,187203,М
АЗАЛИЯ,1932,6,187203,Ж
НАЗИМ,1932,6,187203,М
ЗАГИРА,1932,6,187203,Ж
ЮЛИАНА,1932,6,187203,Ж
ПАРАСКОВЬЯ,1932,6,187203,Ж
ГЕРТА,1932,6,187203,Ж
ИЗМАИЛ,1932,6,187203,М
МАНЕФА,1932,6,187203,Ж
ГУРАМИ,1932,6,187203,М
ТАЛИЯ,1932,6,187203,Ж
АРТЕМИЙ,1932,6,187203,М
ГРЕТА,1932,6,187203,Ж
ФАВЗИЯ,1932,6,187203,Ж
МАХМУД,1932,5,187203,М
АБДУЛЛА,1932,5,187203,М
МАГИРА,1932,5,187203,Ж
АНТАНАС,1932,5,187203,М
КАЗБЕК,1932,5,187203,М
РАШИДЯ,1932,5,187203,Ж
ЛЮДВИГ,1932,5,187203,М
РАФАЭЛ,1932,5,187203,М
МАДИНА,1932,5,187203,Ж
ФАТИХ,1932,5,187203,М
РЯШИДЯ,1932,5,187203,Ж
ТАИРА,1932,5,187203,Ж
МАКСУТ,1932,5,187203,М
ХУСЯИН,1932,5,187203,М
НАДИРЯ,1932,5,187203,Ж
ТАГИР,1932,5,187203,М
ХАЙДЕР,1932,5,187203,М
МЯНСУР,1932,5,187203,М
ИЗИДА,1932,5,187203,Ж
ЖАН,1932,5,187203,М
НАСИМА,1932,5,187203,Ж
ЗУРАБ,1932,5,187203,М
ДИЯ,1932,5,187203,Ж
ОСКАР,1932,5,187203,М
НАСИМЯ,1932,5,187203,Ж
ЛЕЙЛА,1932,5,187203,Ж
ВИЛ,1932,5,187203,М
НАЗИЯ,1932,5,187203,Ж
ЭДИК,1932,5,187203,М
ЛЕНАР,1932,5,187203,М
АНВАР,1932,5,187203,М
ТАНЗИЛЯ,1932,5,187203,Ж
ЦИЛЯ,1932,5,187203,Ж
НАЖИЯ,1932,5,187203,Ж
АНВЕР,1932,5,187203,М
УМАР,1932,5,187203,М
САВВА,1932,5,187203,М
ГАДЖИ,1932,5,187203,М
ДЖУЛЬЕТТА,1932,5,187203,Ж
РИНА,1932,5,187203,Ж
МЯСУМ,1932,5,187203,М
ВАНДА,1932,5,187203,Ж
МСТИСЛАВ,1932,5,187203,М
РУФЬ,1932,5,187203,Ж
РАБИЯ,1932,5,187203,Ж
ЗИНА,1932,5,187203,Ж
РУСЛАНА,1932,5,187203,Ж
МИРРА,1932,5,187203,Ж
ЖОРА,1932,5,187203,М
МИЛА,1932,5,187203,Ж
ДЕМЬЯН,1932,5,187203,М
ГАЯС,1932,5,187203,М
ВИЛЬЯМ,1932,5,187203,М
РАИМ,1932,5,187203,М
ЭРЛЕН,1932,5,187203,М
КЛАВДИЙ,1932,5,187203,М
БОГДАН,1932,5,187203,М
ЖОРЖ,1932,5,187203,М
ЭРИКА,1932,5,187203,Ж
ЗИНОВИЯ,1932,5,187203,Ж
ВИЛЕНА,1932,5,187203,Ж
РАДА,1932,5,187203,Ж
ХАННА,1932,5,187203,Ж
ВАЛЬТЕР,1932,5,187203,М
ГЕНРИК,1932,5,187203,М
ЗАУР,1932,5,187203,М
ЮНОНА,1932,5,187203,Ж
АБДУЛХАК,1932,5,187203,М
ГРАНИТ,1932,5,187203,М
АМИР,1932,5,187203,М
ХАМЗА,1932,5,187203,М
МАРЬЯНА,1932,5,187203,Ж
СТЭЛЛА,1932,5,187203,Ж
ДЖОН,1932,5,187203,М
ИСМАИЛ,1932,5,187203,М
МЕЛАНЬЯ,1932,5,187203,Ж
ТЕНГИЗ,1932,5,187203,М
РИМ,1932,5,187203,М
ЗАРЕМА,1932,5,187203,Ж
МЕФОДИЙ,1932,5,187203,М
ФАЗИЛЯ,1932,5,187203,Ж
ИЛЬДУС,1932,5,187203,М
ВЛАДИЛЕНА,1932,5,187203,Ж
ТАГИРА,1932,5,187203,Ж
РОМУАЛЬД,1932,5,187203,М
ДЖЕННИ,1932,5,187203,Ж
ФЕОДОСИЙ,1932,5,187203,М
АКАКИЙ,1932,5,187203,М
ПАНТЕЛЕЙ,1932,5,187203,М
ИЛЬДАР,1932,5,187203,М
ХАЙРУЛЛА,1932,5,187203,М
АНАНИЙ,1932,5,187203,М
ПОРФИРИЙ,1932,4,187203,М
ХРИСТИНА,1932,4,187203,Ж
РАДИЙ,1932,4,187203,М
ДИЛЯРА,1932,4,187203,Ж
САФИЯ,1932,4,187203,Ж
ЗАГИРЯ,1932,4,187203,Ж
РЕВАЗ,1932,4,187203,М
ЗАЙНАБ,1932,4,187203,Ж
РЕМИР,1932,4,187203,М
ГРЕТТА,1932,4,187203,Ж
РИТТА,1932,4,187203,Ж
ДЖАМИЛ,1932,4,187203,М
РАСИМ,1932,4,187203,М
ГУРГЕН,1932,4,187203,М
ХАДИЯ,1932,4,187203,Ж
ВАЦЛАВ,1932,4,187203,М
ФАИЗА,1932,4,187203,Ж
ЭСМИРАЛЬДА,1932,4,187203,Ж
РАЧИК,1932,4,187203,М
ВОЛОДЯ,1932,4,187203,М
ФЕРИД,1932,4,187203,М
НАИНА,1932,4,187203,Ж
ДАМИРА,1932,4,187203,Ж
УСМАН,1932,4,187203,М
АДИЛИЯ,1932,4,187203,Ж
НАИРА,1932,4,187203,Ж
ГЕРГИЙ,1932,4,187203,М
МАРКС,1932,4,187203,М
МИЛИЯ,1932,4,187203,Ж
НАДИРА,1932,4,187203,Ж
БАГРАТ,1932,4,187203,М
ШАЛВА,1932,4,187203,М
НОДАРИ,1932,4,187203,М
МИРОН,1932,4,187203,М
ТАДЕУШ,1932,4,187203,М
ЛЯЙЛЯ,1932,4,187203,Ж
ХАФИС,1932,4,187203,М
МИЛИЦА,1932,4,187203,Ж
ФАТИХА,1932,4,187203,Ж
ОЛЕСЯ,1932,4,187203,Ж
ХАМИТ,1932,4,187203,М
ТАГИРЯ,1932,4,187203,Ж
ИСХАК,1932,4,187203,М
ЯРОСЛАВА,1932,4,187203,Ж
ЛЕЯ,1932,4,187203,Ж
НАЗАР,1932,4,187203,М
ГАЛЯ,1932,4,187203,Ж
АРАМАИС,1932,4,187203,М
ГАЯЗ,1932,4,187203,М
КАРЛО,1932,4,187203,М
ВАФА,1932,4,187203,М
ВОЛЕСЛАВ,1932,4,187203,М
НАТАН,1932,4,187203,М
БАРИ,1932,4,187203,М
АШОТ,1932,4,187203,М
ИЛЬЯС,1932,4,187203,М
АРСЕН,1932,4,187203,М
ГУЛЬСИНЯ,1932,4,187203,Ж
ИДИЯ,1932,4,187203,Ж
ШАВКЕТ,1932,4,187203,М
АНВЯР,1932,4,187203,М
МАРИАМ,1932,4,187203,Ж
АЙЮБ,1932,4,187203,М
ЛИНДА,1932,4,187203,Ж
АЙРАТ,1932,4,187203,М
ВИРГИНИЯ,1932,4,187203,Ж
ХАСЯНЯ,1932,4,187203,Ж
